year		DOY		Ta		Tmin		Tmax		precip		rSSD		SRad		ET0		snow		PAR
	2017		310		3.07		2.27		3.67		1.41		0		17		0.32		0.24		0.69
	2017		311		4.15		3.35		5.15		0.88		0		16.76		0.37		0.03		0.68
	2017		312		4.07		3.37		5.27		1.06		0		16.53		0.38		0.05		0.67
	2017		313		4.55		3.45		5.75		0.05		0		16.31		0.42		0		0.66
	2017		314		5.5		4.1		6.9		0.73		0		16.09		0.48		0		0.65
	2017		315		7.61		6.41		9.21		3.98		0		15.87		0.51		0		0.64
	2017		316		6.93		0.83		10.72		14.12		0		15.66		0.92		0.01		0.64
	2017		317		1.75		0.45		3.75		0.43		0.07		26.16		0.42		0.25		1.06
	2017		318		1.1		-2.1		4		0.02		0.81		97.26		0.54		0.02		3.95
	2017		319		-0.61		-3.61		3.19		0.01		0.59		82.63		0.51		0.01		3.36
	2017		320		-0.54		-1.44		0.86		0.01		0		14.87		0.3		0.01		0.6
	2017		321		1.84		-1.46		6.74		0		0.68		86.67		0.63		0		3.52
	2017		322		2.21		0.31		3.41		0.17		0		14.51		0.39		0.07		0.59
	2017		323		3.79		0.39		6.49		0.5		0.06		22.88		0.58		0.03		0.93
	2017		324		2.71		-2.19		7.51		0		0.43		64.76		0.69		0		2.63
	2017		325		8.01		4.31		14.71		0		0.52		71.6		0.88		0		2.91
	2017		326		4.97		-0.13		12.77		0		0.96		93.25		0.86		0		3.79
	2017		327		7.69		-0.21		13.29		0.01		0.3		50.15		0.97		0		2.04
	2017		328		9.31		3.41		13.91		2.02		0.43		61.91		0.9		0		2.51
	2017		329		5.23		1.23		10.13		17.58		0		13.4		0.7		0.14		0.54
	2017		330		0.98		-0.52		2.98		0.1		0.03		17.27		0.35		0.08		0.7
	2017		331		2.15		-1.55		5.75		0		0.59		72.03		0.54		0		2.92
	2017		332		3.11		1.21		5.31		1.78		0.02		15.63		0.42		0.28		0.63
	2017		333		1.35		-1.95		3.95		4.6		0		12.88		0.45		3.34		0.52
	2017		334		-0.52		-2.12		0.48		2.64		0.01		14.06		0.27		4.48		0.57
	2017		335		-2.12		-3.82		-1.22		1.43		0.11		26.19		0.24		5.91		1.06
	2017		336		-1.28		-1.98		-0.08		0		0.22		38.05		0.22		5.91		1.55
	2017		337		-2.28		-4.38		-1.08		0.02		0.71		75.03		0.27		5.93		3.05
	2017		338		0.51		-1.79		3.11		0		0.08		22.1		0.38		1.4		0.9
	2017		339		-1.11		-4.51		4.09		0.01		0.96		82.7		0.46		1.41		3.36
	2017		340		-2.95		-5.95		-1.45		0.01		0		12.19		0.29		1.42		0.5
	2017		341		0.5		-5.2		6.8		5.16		0.73		73.93		0.58		4.67		3
	2017		342		2.55		-2.35		6.25		5.98		0		12.05		0.54		1.82		0.49
	2017		343		-3.16		-6.56		-0.76		0.71		0.08		21.42		0.32		2.53		0.87
	2017		344		-0.88		-7.48		5.52		18.63		0		11.92		0.55		20.56		0.48
	2017		345		3.41		1.81		6.71		20.4		0		11.87		0.42		9.52		0.48
	2017		346		0.36		-3.04		4.16		3.18		0		11.82		0.44		8.37		0.48
	2017		347		-0.63		-5.73		6.47		3.89		0.43		53.83		0.54		11.08		2.19
	2017		348		4.55		1.15		6.85		29.32		0		11.74		0.47		0.63		0.48
	2017		349		2.46		0.66		5.05		2.1		0.3		42.88		0.38		0.7		1.74
	2017		350		0.64		-0.36		1.54		1.34		0		11.68		0.22		1.19		0.47
	2017		351		-1.23		-3.33		0.27		1.04		0.04		16.33		0.28		2.23		0.66
	2017		352		-1.3		-3.3		1.1		0.66		0.04		16.31		0.31		2.89		0.66
	2017		353		0		-1.9		1.6		0.49		0		11.63		0.29		0.47		0.47
	2017		354		-0.29		-2.29		3.11		0.03		0.39		50.09		0.36		0.03		2.03
	2017		355		-0.21		-2.51		2.39		0.28		0.4		50.88		0.34		0.27		2.07
	2017		356		2.1		-0.9		4.1		1.46		0		11.63		0.39		0.68		0.47
	2017		357		2.58		0.48		3.58		0.03		0		11.65		0.32		0.01		0.47
	2017		358		-0.14		-1.05		0.96		0.02		0		11.66		0.22		0.02		0.47
	2017		359		-2.08		-3.98		-0.18		0.01		0.03		15.22		0.27		0.03		0.62
	2017		360		0.42		-4.08		6.21		3.76		0.02		14.09		0.52		3.44		0.57
	2017		361		1.17		-1.33		3.47		3.41		0		11.75		0.37		2.65		0.48
	2017		362		-0.29		-2.29		1.21		0.02		0.08		21.08		0.29		0.54		0.86
	2017		363		-0.56		-3.86		4.64		4.58		0.33		46.01		0.45		4.48		1.87
	2017		364		7.44		2.54		11.24		1.62		0		11.89		0.67		0		0.48
	2017		365		8.95		4.15		11.45		5.18		0.93		79.8		0.65		0		3.24
	2018		1		4.75		3.45		6.75		3.61		0.39		51.74		0.37		0.06		2.1
	2018		2		4.15		1.65		6.85		0.48		0.05		18.1		0.46		0.02		0.74
	2018		3		7.81		2.31		12.71		11.46		0.01		13.38		0.76		0		0.54
	2018		4		8.68		3.18		11.88		8.27		0		12.23		0.72		0		0.5
	2018		5		9.65		7.55		12.15		1.34		0.31		46.04		0.55		0		1.87
	2018		6		5.88		4.58		8.28		0.02		0		12.4		0.43		0		0.5
	2018		7		4.46		3.85		4.86		0.02		0		12.5		0.21		0		0.51
	2018		8		3.17		2.37		3.87		0.29		0		12.6		0.25		0.04		0.51
	2018		9		4.11		1.71		7.11		0.03		0.01		14		0.49		0		0.57
	2018		10		1.86		-2.14		5.06		0.75		0.08		22.92		0.51		0.41		0.93
	2018		11		2.86		0.06		5.06		0.6		0.01		14.25		0.45		0.13		0.58
	2018		12		2		-0.6		4.2		0.01		0		13.06		0.43		0.01		0.53
	2018		13		0.84		-2.46		4.13		0.01		0.55		69.63		0.48		0.01		2.83
	2018		14		-2.71		-4.01		-1.81		0.02		0		13.32		0.23		0.03		0.54
	2018		15		0.62		-3.58		6.32		0.26		0.12		29.09		0.59		0.23		1.18
	2018		16		6.63		4.73		9.03		12.55		0.03		17.72		0.52		0.01		0.72
	2018		17		2.19		0.49		5.29		1.11		0.04		19.28		0.46		0.48		0.78
	2018		18		4.62		1.82		8.22		6.57		0		13.92		0.6		0.13		0.57
	2018		19		4.07		0.97		7.77		1.35		0		14.08		0.61		0.06		0.57
	2018		20		3.5		0.8		7.2		10.93		0.06		22.74		0.58		1.04		0.92
	2018		21		4.69		2.09		7.29		18.45		0		14.42		0.56		0.32		0.59
	2018		22		8.16		6.46		10.06		14.67		0		14.6		0.54		0		0.59
	2018		23		6.02		2.42		8.82		0.02		0.27		50.74		0.68		0		2.06
	2018		24		4.43		-0.97		10.92		0.01		0.91		99.36		0.87		0		4.03
	2018		25		6.41		1.01		11.01		0		0.47		73.11		0.88		0		2.97
	2018		26		4.26		1.86		6.46		1.48		0		15.36		0.55		0.05		0.62
	2018		27		4.82		3.82		6.12		0.02		0		15.56		0.4		0		0.63
	2018		28		4.26		1.06		9.46		0		0.48		77.01		0.76		0		3.13
	2018		29		2.67		-1.43		8.67		0.01		0.95		107.43		0.79		0		4.36
	2018		30		3.33		-0.67		6.23		0		0		16.21		0.68		0		0.66
	2018		31		5.5		2.2		7.7		11.14		0.22		49.81		0.68		0.06		2.02
	2018		32		2.16		-0.44		5.06		3.72		0		16.66		0.59		1.64		0.68
	2018		33		-0.14		-3.34		2.96		0		0.72		102.44		0.57		0		4.16
	2018		34		-0.04		-1.34		2.76		0.03		0.12		37.02		0.47		0.03		1.5
	2018		35		-0.05		-2.35		2.75		0.01		0.14		40.7		0.53		0.01		1.65
	2018		36		-0.55		-1.65		1.15		0.03		0		17.63		0.39		0.03		0.72
	2018		37		-1.35		-2.45		1.05		0.04		0.31		66.86		0.42		0.07		2.72
	2018		38		-0.38		-1.98		0.52		0.35		0		18.14		0.38		0.34		0.74
	2018		39		-0.58		-3.08		1.42		0.02		0.01		20.27		0.51		0.02		0.82
	2018		40		-0.35		-2.55		2.95		1.43		0.21		55.03		0.58		1.39		2.23
	2018		41		-0.02		-1.22		1.48		0.02		0		18.94		0.42		0.02		0.77
	2018		42		1.53		-0.87		3.63		3.16		0		19.21		0.6		2.11		0.78
	2018		43		-0.21		-4.41		2.29		0.03		0.36		79.96		0.67		0.03		3.25
	2018		44		-3.08		-7.08		0.72		0.01		0.94		132.52		0.62		0.04		5.38
	2018		45		-0.96		-2.66		2.64		0.34		0.38		85.09		0.59		0.34		3.46
	2018		46		3.23		-2.57		10.12		5.88		0		20.36		1.16		0.8		0.83
	2018		47		6.79		3.99		10.29		5.14		0		20.65		0.97		0		0.84
	2018		48		4.79		1.99		7.99		12.96		0		20.95		0.88		0.19		0.85
	2018		49		0.43		-0.47		2.23		0.01		0		21.26		0.48		0.01		0.86
	2018		50		0.59		-0.51		2.99		0.01		0		21.56		0.56		0.01		0.88
	2018		51		0.43		-1.57		3.73		0.01		0.42		98.6		0.7		0.01		4
	2018		52		-1.68		-2.58		-0.58		0.01		0		22.19		0.38		0.02		0.9
	2018		53		-2.82		-3.22		-1.92		0.04		0		22.5		0.29		0.06		0.91
	2018		54		-2.94		-3.24		-2.54		0		0		22.82		0.22		0.06		0.93
	2018		55		-2.14		-3.14		-0.84		0		0		23.15		0.42		0.06		0.94
	2018		56		-5.04		-7.94		-1.74		0		0.15		57.07		0.57		0.06		2.32
	2018		57		-9.19		-11.39		-6.69		0		0.52		121.74		0.34		0.06		4.94
	2018		58		-10.08		-12.48		-7.18		0.01		0.36		99		0.33		0.07		4.02
	2018		59		-7.53		-14.13		-2.53		8.58		0.51		123.76		0.65		8.65		5.03
	2018		60		-5.66		-7.96		-2.76		5.83		0		24.81		0.52		14.48		1.01
	2018		61		-2.22		-5.82		3.48		3.53		0		25.15		0.91		18.01		1.02
	2018		62		-1.68		-7.18		3.52		1.88		0		25.49		1.02		19.89		1.04
	2018		63		1.69		-1.61		5.88		0.62		0.23		80.42		1.04		12.2		3.27
	2018		64		3.04		-0.06		7.94		0.21		0.5		130.88		1.17		0.12		5.31
	2018		65		2.61		-0.49		5.31		7.9		0		26.52		0.99		2.26		1.08
	2018		66		3.85		0.55		7.35		4.3		0.24		85.85		1.15		0.25		3.49
	2018		67		5.19		-0.51		10.49		0.01		0.81		173.56		1.57		0		7.05
	2018		68		7.36		2.36		11.96		0.42		0		27.58		1.63		0		1.12
	2018		69		6.9		3.3		10.89		1.39		0.06		44.58		1.44		0		1.81
	2018		70		4.59		1.4		7.59		3.69		0		28.29		1.19		0.07		1.15
	2018		71		6.63		1.13		10.23		5.01		0.09		53.92		1.6		0		2.19
	2018		72		5.27		4.07		6.37		1.82		0		29		0.77		0.01		1.18
	2018		73		5.6		0.6		10.8		0.01		0.8		186.25		1.66		0		7.56
	2018		74		3.72		-0.47		8.72		0.2		0.01		32.74		1.47		0.01		1.33
	2018		75		6.2		-0.1		12.1		0.22		0.4		131.62		1.91		0		5.34
	2018		76		3.48		1.78		5.28		9.96		0		30.44		0.92		0.98		1.24
	2018		77		1.62		-0.38		3.52		1.07		0		30.8		0.9		0.68		1.25
	2018		78		0.33		-1.17		3.03		0.05		0		31.16		0.88		0.05		1.27
	2018		79		-1.25		-2.15		0.35		0.39		0.12		68.1		0.63		0.44		2.77
	2018		80		-0.89		-2.79		1.91		0.01		0.15		77.5		0.89		0.12		3.15
	2018		81		0.08		-5.92		5.38		0.93		0.56		171.91		1.47		0.88		6.98
	2018		82		3.21		-1.09		8.11		0		0.65		188.13		1.57		0		7.64
	2018		83		4.33		-3.37		11.83		0.06		0.91		218.79		2.16		0		8.88
	2018		84		6.95		0.35		12.35		0.05		0.29		119.54		2.17		0		4.85
	2018		85		5.86		0.56		9.96		1.15		0.23		104.84		1.85		0		4.26
	2018		86		5.67		3.97		8.87		3.22		0.03		44.31		1.34		0.01		1.8
	2018		87		8.92		6.32		11.43		15.92		0		34.39		1.57		0		1.4
	2018		88		5.05		0.15		7.85		4.88		0.02		41.77		1.67		0.05		1.7
	2018		89		2.65		-1.54		8.35		12.61		0.15		85.33		1.71		3.45		3.47
	2018		90		3.84		1.04		6.84		3.1		0.02		42.63		1.4		0.18		1.73
	2018		91		4.36		1.06		7.66		0.22		0.15		87.05		1.55		0.01		3.53
	2018		92		5.91		-1.49		10.91		0		0.37		150.83		2.29		0		6.12
	2018		93		9.35		3.15		15.35		0.18		0.23		113.65		2.62		0		4.62
	2018		94		7.82		3.82		16.02		15.8		0.38		156.28		2.5		0		6.35
	2018		95		7.86		2.16		12.06		0.8		0.31		139.09		2.28		0		5.65
	2018		96		7.39		-0.91		14.89		0		0.96		252.91		2.85		0		10.27
	2018		97		11.5		2.2		19.5		0		0.73		231.12		3.5		0		9.39
	2018		98		13.39		5.99		19.39		0		0.53		197.6		3.31		0		8.02
	2018		99		12.33		7.93		16.93		0		0.25		126.27		2.64		0		5.13
	2018		100		6.91		1.71		11.91		0.1		0.25		127.37		2.33		0		5.17
	2018		101		7.96		-0.84		14.36		0		0.35		158.1		2.99		0		6.42
	2018		102		10.2		3.81		15.9		0		0.67		231.72		2.92		0		9.41
	2018		103		10.51		5.61		15.21		0		0.51		201.68		2.65		0		8.19
	2018		104		11.46		4.36		16.76		0		0.59		220.56		3.14		0		8.96
	2018		105		12.22		5.42		17.12		0.23		0.5		202.61		3.15		0		8.23
	2018		106		12.83		9.23		16.73		0.3		0.08		73.01		2.6		0		2.96
	2018		107		13.03		5.13		19.63		0		0.95		276.51		3.66		0		11.23
	2018		108		14.35		5.95		21.35		0		0.97		280.05		3.97		0		11.37
	2018		109		16.23		7.14		23.24		0		0.98		282.81		4.32		0		11.48
	2018		110		16.76		8.36		23.66		0		0.97		284.19		4.31		0		11.54
	2018		111		17.42		8.72		24.12		0		0.97		286.22		4.44		0		11.62
	2018		112		17.89		11.49		24.09		0		0.84		275.83		4.1		0		11.2
	2018		113		15.19		9.79		21.39		2.1		0.3		157.44		3.66		0		6.39
	2018		114		14.27		5.87		21.07		0		0.95		290.66		4.1		0		11.8
	2018		115		16.6		11.4		22.2		0.04		0.73		265.69		3.73		0		10.79
	2018		116		11.8		6		15.4		0		0.2		125.53		3.02		0		5.1
	2018		117		12.99		2.79		21.99		0		0.93		294.66		4.51		0		11.97
	2018		118		15.1		9.7		20.4		0		0.68		261.92		3.62		0		10.64
	2018		119		14.63		7.03		21.03		5.26		0.52		228.37		4.11		0		9.27
	2018		120		10.61		6.61		14.61		1.41		0.66		261.23		2.74		0		10.61
	2018		121		8.49		6.09		11.59		1		0.02		54.32		2.11		0		2.21
	2018		122		9.48		5.48		12.48		1.92		0		45.44		2.49		0		1.85
	2018		123		9.98		8.08		11.48		0.39		0		45.7		1.77		0		1.86
	2018		124		13.96		11.26		16.86		0.01		0.1		90.79		2.62		0		3.69
	2018		125		16.46		12.16		20.56		0		0.76		286.87		3.48		0		11.65
	2018		126		16.48		9.48		22.18		0		0.92		309.23		4.3		0		12.56
	2018		127		16.08		9.38		23.18		0		0.83		300.3		4.45		0		12.19
	2018		128		16.01		7.81		22.71		0.01		0.75		289.61		4.64		0		11.76
	2018		129		14.67		10.17		21.97		3.83		0.45		221.45		3.98		0		8.99
	2018		130		11.62		9.52		14.32		0.64		0		47.35		2.31		0		1.92
	2018		131		13.4		6.1		20.5		0		0.77		297.07		4.27		0		12.06
	2018		132		16.02		9.62		22.52		15.94		0.6		264.51		4.4		0		10.74
	2018		133		9.74		7.54		12.64		0.96		0		47.99		2.26		0		1.95
	2018		134		10.04		7.14		13.24		13.11		0.01		53.09		2.51		0		2.16
	2018		135		10.83		8.73		15.43		6.82		0.07		81.9		2.72		0		3.33
	2018		136		10.81		8.61		13.31		3.6		0.02		58.41		2.28		0		2.37
	2018		137		11.45		6.85		16.35		0.32		0.26		163.61		3.33		0		6.64
	2018		138		13.29		6.29		20.09		0.01		0.6		271.02		4.29		0		11.01
	2018		139		12.74		6.84		19.74		2.22		0.59		269.57		4.09		0		10.95
	2018		140		12.94		6.24		18.24		0.09		0.54		257.63		3.98		0		10.46
	2018		141		15.54		9.14		20.94		0.19		0.39		213.18		4.3		0		8.66
	2018		142		15.38		11.08		22.48		6.92		0.63		281.93		4.22		0		11.45
	2018		143		14.03		10.73		17.63		9.7		0		49.8		3.16		0		2.02
	2018		144		16.22		10.52		22.02		0		0.67		292.64		4.37		0		11.88
	2018		145		17.89		9.19		24.29		0		0.88		329.06		5.27		0		13.36
	2018		146		18.58		12.78		24.48		0.35		0.34		198.91		4.74		0		8.08
	2018		147		17.73		11.73		24.13		1.69		0.25		164.97		4.78		0		6.7
	2018		148		18.33		12.83		23.23		4.92		0.29		181.21		4.46		0		7.36
	2018		149		17.47		14.27		21.77		4.27		0.32		193.08		3.71		0		7.84
	2018		150		17.06		11.16		22.06		7.26		0.56		270.61		4.43		0		10.99
	2018		151		15.94		12.34		21.44		3.6		0.25		166.59		3.92		0		6.76
	2018		152		16.72		11.32		21.12		0.12		0.62		287.12		4.18		0		11.66
	2018		153		17.99		10.79		23.69		0		0.81		325.64		4.98		0		13.22
	2018		154		17.7		12		23.5		13.29		0.39		220.51		4.67		0		8.95
	2018		155		17.31		13.81		22.01		4.21		0.14		120.06		3.91		0		4.88
	2018		156		18.89		14.19		23.39		0.29		0.42		231.51		4.33		0		9.4
	2018		157		18.06		13.76		22.26		3.28		0.16		129.6		4.08		0		5.26
	2018		158		18.25		14.95		22.75		1.39		0.31		192.63		3.93		0		7.82
	2018		159		17.61		15.11		22.41		4.32		0.11		106.72		3.74		0		4.33
	2018		160		18.92		13.52		23.62		0.69		0.27		177.33		4.57		0		7.2
	2018		161		20.82		14.62		25.62		0.08		0.71		311.51		5.02		0		12.65
	2018		162		18.18		15.08		21.08		59.1		0.28		181.75		3.46		0		7.38
	2018		163		15.93		13.73		19.34		15.6		0.02		62.29		3.14		0		2.53
	2018		164		12.92		9.92		14.22		2.23		0		51.86		2.5		0		2.11
	2018		165		13.83		8.43		19.33		0		0.66		301.78		4.11		0		12.25
	2018		166		16.09		9.49		21.39		0		0.79		327.74		4.6		0		13.31
	2018		167		17.79		9.99		23.39		0		0.85		337.21		5.13		0		13.69
	2018		168		17.76		14.96		22.36		0		0.22		157.52		3.81		0		6.4
	2018		169		18.27		13.67		22.77		0		0.68		306.78		4.29		0		12.46
	2018		170		18.89		10.89		24.49		0		0.97		351.16		5.33		0		14.26
	2018		171		21.12		12.62		27.62		0		0.93		347.36		5.94		0		14.11
	2018		172		21.81		16.51		26.71		0		0.67		304.62		4.99		0		12.37
	2018		173		15.06		10.56		18.86		0		0.95		349.29		3.73		0		14.18
	2018		174		14.53		7.73		19.83		0		0.97		351.01		4.43		0		14.25
	2018		175		15.17		9.37		21.07		0		0.37		216.72		4.44		0		8.8
	2018		176		16.32		10.12		20.62		0		0.9		343.54		4.35		0		13.95
	2018		177		18.09		9.69		23.59		0		0.98		351.34		5.26		0		14.27
	2018		178		18.74		11.14		23.64		0		0.97		350.25		5.08		0		14.22
	2018		179		17.67		12.87		22.27		0		0.86		337.73		4.27		0		13.71
	2018		180		18.68		12.88		23.88		0		0.8		328.42		4.75		0		13.34
	2018		181		21.58		12.78		28.48		0		0.96		348.4		6.12		0		14.15
	2018		182		23.07		14.47		30.17		0		0.95		347.08		6.34		0		14.09
	2018		183		22.47		15.27		29.47		17.15		0.8		327.3		5.93		0		13.29
	2018		184		19.08		15.58		24.18		12.62		0.32		196.48		4.22		0		7.98
	2018		185		21.76		16.26		28.06		3.18		0.65		296.9		5.3		0		12.06
	2018		186		17.03		14.93		19.83		10.25		0.09		96.69		3		0		3.93
	2018		187		16.11		13.51		19.11		7.64		0.04		71.84		3.12		0		2.92
	2018		188		18.42		10.92		23.92		0		0.94		342.96		5.07		0		13.93
	2018		189		19.6		12.3		25.2		0		0.91		339.15		5.2		0		13.77
	2018		190		19.7		12.9		25.3		0		0.95		342.58		5.1		0		13.91
	2018		191		18.33		12.83		22.83		0		0.43		232.64		4.41		0		9.45
	2018		192		16.64		11.44		21.24		0		0.87		332.18		4.15		0		13.49
	2018		193		17.09		8.99		23.69		0		0.93		338.33		5.14		0		13.74
	2018		194		19.35		10.25		25.95		0.11		0.83		325.09		5.64		0		13.2
	2018		195		20.6		14		27.3		5.69		0.53		260.53		5.35		0		10.58
	2018		196		19.08		13.98		26.58		3.57		0.69		298.68		4.99		0		12.13
	2018		197		19.51		11.81		25.81		0		0.93		334.8		5.3		0		13.6
	2018		198		20.39		13.99		25.59		0.02		0.66		290.6		4.93		0		11.8
	2018		199		20.77		13.17		27.07		0.09		0.97		336.49		5.43		0		13.66
	2018		200		21.31		15.21		27.51		0.03		0.7		297.2		5.16		0		12.07
	2018		201		19.24		14.34		27.64		9.4		0.45		232.62		5.07		0		9.45
	2018		202		17.25		14.65		19.95		0.26		0.03		64.24		3.02		0		2.61
	2018		203		18.72		12.62		23.72		0		0.65		283.75		4.53		0		11.52
	2018		204		20.01		13.21		25.21		0		0.85		318.01		4.86		0		12.91
	2018		205		21.7		13.3		28.8		0.1		0.86		318.14		5.75		0		12.92
	2018		206		22.49		16.49		28.09		0		0.72		294.82		5.06		0		11.97
	2018		207		22.94		14.34		30.64		0		0.97		327.13		6.04		0		13.28
	2018		208		23.04		13.44		30.04		0.38		0.97		325.81		6.08		0		13.23
	2018		209		18.9		15.2		21.7		5.92		0.12		103.8		3.41		0		4.22
	2018		210		21.12		13.02		28.32		0		0.92		318.57		5.52		0		12.94
	2018		211		23.24		14.64		30.54		0		0.95		319.99		5.91		0		12.99
	2018		212		23.78		15.39		31.28		0		0.78		297.7		5.96		0		12.09
	2018		213		22.8		16.7		31.2		0.01		0.55		249.13		5.53		0		10.12
	2018		214		23.46		15.96		29.76		0		0.94		314.7		5.46		0		12.78
	2018		215		25.11		17.41		31.41		0		0.96		314.89		5.69		0		12.79
	2018		216		24.53		17.93		31.63		0		0.57		250.42		5.52		0		10.17
	2018		217		25.47		16.87		32.37		0		0.84		299.07		5.98		0		12.14
	2018		218		24.21		19.01		31.01		4.81		0.74		282.56		5.08		0		11.47
	2018		219		24.2		17.6		31.2		0.24		0.67		268.25		5.38		0		10.89
	2018		220		22.01		16.31		28.21		7.45		0.5		227.68		4.74		0		9.25
	2018		221		19.23		14.93		25.33		4.23		0.32		172.68		4.1		0		7.01
	2018		222		17.47		13.16		22.97		0.01		0.57		242.43		3.77		0		9.84
	2018		223		17.4		10.9		23.5		0		0.91		297.15		4.24		0		12.07
	2018		224		20.31		10.21		28.31		0.12		0.99		301.94		5.47		0		12.26
	2018		225		19.52		15.72		23.72		11.29		0.13		99.58		3.54		0		4.04
	2018		226		17.76		15.85		20.96		8.36		0.17		114.58		2.68		0		4.65
	2018		227		18.6		12.3		24.4		0.01		0.97		294.99		4.19		0		11.98
	2018		228		20.07		11.67		27.47		0		0.95		291.57		4.95		0		11.84
	2018		229		18.53		14.43		26.03		13.73		0.4		188.65		4.04		0		7.66
	2018		230		18.54		12.64		23.84		0.06		0.4		187.39		3.95		0		7.61
	2018		231		20.53		14.23		26.73		0		0.8		269.81		4.37		0		10.96
	2018		232		20.91		14.21		27.11		0		0.94		282.97		4.45		0		11.49
	2018		233		21.31		13.41		27.91		0		0.91		278.38		4.73		0		11.3
	2018		234		21.39		15.19		28.99		8.93		0.79		262.79		4.59		0		10.67
	2018		235		21.61		15.41		28.01		6.35		0.77		258.1		4.38		0		10.48
	2018		236		18.69		14.99		22.09		0.2		0.3		150.3		3.02		0		6.1
	2018		237		12.66		9.27		15.17		5.93		0.02		48.94		2.28		0		1.99
	2018		238		12.31		6.81		17.51		0.01		0.9		267.24		3.02		0		10.85
	2018		239		17.38		8.68		24.38		0		0.91		266.04		4.23		0		10.8
	2018		240		19.02		11.82		25.92		0		0.93		265.59		4.17		0		10.79
	2018		241		18.96		13.96		24.86		5.16		0.46		187.74		3.63		0		7.62
	2018		242		15.91		14.11		17.31		0.01		0		39.11		1.79		0		1.59
	2018		243		13.94		11.94		16.04		4.05		0		38.78		1.89		0		1.57
	2018		244		12.44		10.84		14.74		0.58		0		38.45		1.74		0		1.56
	2018		245		12.69		9.29		15.59		0.02		0.01		41.99		2.21		0		1.71
	2018		246		13.57		9.87		18.37		0.01		0.13		85.07		2.62		0		3.45
	2018		247		15.4		8.1		22		0		0.94		250.89		3.51		0		10.19
	2018		248		17.02		9.62		24.22		0.01		0.93		247.89		3.74		0		10.07
	2018		249		16.01		11.11		20.51		4.61		0.03		47.87		2.89		0		1.94
	2018		250		16.66		11.26		21.26		0.04		0.45		171.16		3.01		0		6.95
	2018		251		15.37		8.27		22.86		0		0.98		244.27		3.47		0		9.92
	2018		252		17.11		8.81		25.11		0		0.9		236.41		3.82		0		9.6
	2018		253		18.13		11.03		25.63		0		0.89		233.29		3.68		0		9.47
	2018		254		18.76		10.26		27.36		0		0.98		237.21		4.02		0		9.63
	2018		255		20.43		11.23		28.43		7.4		0.86		226.09		4.17		0		9.18
	2018		256		18.8		15.4		24.7		5.71		0.46		163.48		2.91		0		6.64
	2018		257		17.81		14.21		21.71		0.05		0.18		91.54		2.51		0		3.72
	2018		258		16.54		11.94		21.14		0.01		0.7		201.25		2.66		0		8.17
	2018		259		16.11		9.61		23.5		0		0.63		189.01		3.19		0		7.68
	2018		260		17.61		10.31		24.31		0		0.98		222.9		3.31		0		9.05
	2018		261		19.44		13.04		26.04		0		0.81		207.63		3.31		0		8.43
	2018		262		18.82		11.92		25.92		0		0.85		209.09		3.35		0		8.49
	2018		263		19.09		12.4		26		0		0.97		215.16		3.29		0		8.74
	2018		264		17.99		11.69		26.19		0.62		0.31		117.79		3.25		0		4.78
	2018		265		15.32		9.02		19.92		0		0.48		152.06		2.58		0		6.17
	2018		266		20.22		10.92		26.62		12.45		0.29		110.47		3.52		0		4.49
	2018		267		10.06		6.86		12.56		0.01		0.35		122.68		1.53		0		4.98
	2018		268		9.64		4.84		15.14		0		0.98		203.63		2.01		0		8.27
	2018		269		10.93		2.13		20.23		0		0.98		201.23		2.75		0		8.17
	2018		270		13.99		6.39		22.39		0.01		0.98		198.83		2.83		0		8.07
	2018		271		15.54		8.04		22.14		0		0.94		194.4		2.75		0		7.89
	2018		272		11.25		7.35		14.25		0		0.12		61.93		1.66		0		2.51
	2018		273		12.3		5.3		21.59		9.64		0.56		150.95		2.61		0		6.13
	2018		274		8.59		5.89		11.49		0.59		0		27.96		1.32		0		1.14
	2018		275		8.86		3.36		12.46		0.02		0.31		103.23		1.68		0		4.19
	2018		276		11.66		4.66		17.56		0.01		0.76		169.3		2.19		0		6.87
	2018		277		11.37		7.07		17.37		0.01		0.56		143.5		1.91		0		5.83
	2018		278		13.1		5.7		21.19		0.01		0.96		178.98		2.45		0		7.27
	2018		279		14.1		9.4		20.6		0		0.15		63.75		2.12		0		2.59
	2018		280		13.96		10.06		17.96		0.02		0.11		53.54		1.75		0		2.17
	2018		281		12.27		8.47		16.87		0.06		0.29		91.64		1.69		0		3.72
	2018		282		12.92		7.22		19.71		0		0.94		168.87		2.07		0		6.86
	2018		283		11.44		7.74		17.84		0		0.41		110.47		1.75		0		4.49
	2018		284		12.99		8		19.49		0		0.49		121.23		1.94		0		4.92
	2018		285		14.17		7.87		21.46		0		0.98		163.85		2.16		0		6.65
	2018		286		14.21		7.11		22.11		0		0.98		161.63		2.24		0		6.56
	2018		287		13.4		6.2		22.5		0		0.97		159.04		2.25		0		6.46
	2018		288		11.89		4.49		20.69		0		0.82		148.76		2.1		0		6.04
	2018		289		12.03		6.63		19.33		0		0.92		152.53		1.85		0		6.19
	2018		290		10.96		4.16		18.86		0		0.78		141.81		1.89		0		5.76
	2018		291		11.37		4.17		18.77		0		0.86		145.15		1.88		0		5.89
	2018		292		10.21		4.62		16.61		0		0.81		139.99		1.61		0		5.68
	2018		293		9.6		4.8		16.9		0		0.41		96.18		1.56		0		3.91
